state,scenario,year,hydro,gas_ct,gas_cc,coal,nuclear,geothermal,biomass,rooftop_pv,utility_pv,csp,onshore_wind,offshore_wind,storage,interruptible_load
Massachusetts,25,2050,269.50,9234.11,1782.29,19.65,0.00,0.00,530.28,971.34,4.76,0.00,196.60,3436.76,1540.00,731.91
Michigan,25,2050,374.10,13281.03,1451.22,1255.12,1111.00,0.00,3109.55,804.74,0.00,0.00,30269.88,0.00,7593.66,1038.70
Minnesota,25,2050,185.60,665.48,163.86,227.87,0.00,0.00,2899.28,508.81,0.00,0.00,23306.79,0.00,250.49,509.12
Mississippi,25,2050,0.00,1544.40,2736.04,537.48,1266.00,0.00,4310.68,133.23,2382.70,0.00,0.00,0.00,4800.00,306.34
Missouri,25,2050,499.20,2858.77,744.46,773.41,1190.00,0.00,3248.84,1083.88,0.00,0.00,2194.09,0.00,1739.56,1135.19
Montana,25,2050,2512.30,19.60,0.00,0.55,0.00,0.00,56.03,222.67,0.00,0.00,5638.13,0.00,29.44,102.71
Nebraska,25,2050,194.30,264.34,190.50,211.83,0.00,0.00,1079.91,343.41,0.00,0.00,8037.22,0.00,3106.00,308.58
Nevada,25,2050,1047.00,140.45,1074.17,0.34,0.00,4094.61,0.06,2896.64,581.65,2524.54,3327.80,0.00,6.29,217.79
New Hampshire,25,2050,445.40,0.00,618.92,0.01,1220.10,0.00,460.41,103.73,5.49,0.00,37.80,0.00,0.00,95.09
New Jersey,25,2050,13.20,5081.39,710.59,1133.20,2191.00,0.00,463.26,1526.26,0.00,0.00,496.70,12532.89,648.19,915.68
New Mexico,25,2050,78.70,277.16,96.44,6.68,0.00,1265.39,39.60,890.12,1112.54,37392.25,8312.23,0.00,682.21,236.54
New York,25,2050,4751.64,13271.49,2710.06,3425.13,0.00,0.00,2306.45,6373.32,0.00,0.00,11858.74,5930.06,2560.00,983.15
North Carolina,25,2050,1827.50,3814.62,239.70,3713.93,3100.00,0.00,2810.13,1635.96,0.00,0.00,3272.00,12420.34,315.00,1076.76
North Dakota,25,2050,614.00,0.04,0.00,33.86,0.00,0.00,143.75,65.54,0.00,0.00,7503.89,0.00,5332.00,52.43
Ohio,25,2050,146.13,2054.09,1272.20,10909.45,1235.00,0.00,5363.62,379.26,0.00,0.00,15610.52,0.00,1066.29,1011.47
Oklahoma,25,2050,789.50,192.98,2413.47,1034.38,0.00,0.00,2059.92,931.17,339.77,795.31,14823.44,0.00,3253.23,798.89
Oregon,25,2050,8240.00,62.64,622.20,2.14,0.00,1179.34,53.79,451.83,0.00,0.00,7670.43,0.00,1159.52,394.56
Pennsylvania,25,2050,875.25,4347.80,6353.33,13440.72,5364.00,0.00,2153.59,1910.69,0.00,0.00,5623.85,378.00,3991.48,1298.01
Rhode Island,25,2050,4.30,0.00,964.69,0.00,0.00,0.00,45.44,439.42,1216.43,0.00,15.30,645.24,0.00,123.38
South Carolina,25,2050,1363.00,1585.97,900.76,2532.12,3224.00,0.00,2434.24,303.31,2592.00,0.00,1150.30,3979.36,2699.39,778.44
South Dakota,25,2050,1730.40,220.53,0.00,0.58,0.00,0.00,69.26,162.19,0.00,0.00,7481.97,0.00,3534.28,111.15
Tennessee,25,2050,2418.00,6958.25,0.00,1186.30,3398.00,0.00,3735.16,330.53,197.82,0.00,136.30,0.00,3510.00,815.68
Texas,25,2050,672.20,4085.98,15952.55,4351.97,4860.00,0.00,3749.39,11173.80,24207.19,35013.06,22089.29,2783.28,10555.48,4513.30
Utah,25,2050,262.40,264.33,188.39,7.70,0.00,1313.34,44.67,769.85,0.00,251.66,1503.30,0.00,2089.95,334.77
Vermont,25,2050,305.60,0.06,0.00,0.00,0.00,0.00,216.59,85.91,0.00,0.00,27.10,0.00,571.73,85.52
Virginia,25,2050,812.74,16287.45,1944.98,2313.20,910.00,0.00,2186.06,1031.17,0.00,0.00,3897.36,6275.40,4209.30,1297.94
Washington,25,2050,20797.20,83.91,584.00,12.77,1131.00,0.00,177.57,2356.80,0.00,0.00,11185.18,0.00,1757.20,679.52
West Virginia,25,2050,324.60,603.24,0.00,4951.15,0.00,0.00,898.00,79.80,0.00,0.00,3703.02,0.00,330.62,132.27
Wisconsin,25,2050,792.19,2138.98,809.23,297.24,0.00,0.00,2946.17,612.72,0.00,0.00,5987.46,0.00,9.36,336.31
Wyoming,25,2050,298.80,52.90,0.00,37.33,0.00,0.00,60.76,167.25,0.00,0.00,8957.21,0.00,2803.00,50.71
